"","age.std","rad.std","age","rad","crim"
"452",1.0524439474118,1.65960289543365,98.2,24,5.44114
"453",0.825081287605231,1.65960289543365,91.8,24,5.09017
"454",1.09152190456605,1.65960289543365,99.3,24,8.24809
"455",0.906789743473216,1.65960289543365,94.1,24,9.51363
"456",0.636796584952919,1.65960289543365,86.5,24,4.75237
"457",0.686532166785606,1.65960289543365,87.9,24,4.66883
"458",0.416539008265308,1.65960289543365,80.3,24,8.20058
"459",0.537325421287547,1.65960289543365,83.7,24,7.75223
"460",0.56219321220389,1.65960289543365,84.4,24,6.80117
"461",0.761135539534635,1.65960289543365,90,24,4.81213
"462",0.704294874582994,1.65960289543365,88.4,24,3.69311
"463",0.512457630371203,1.65960289543365,83,24,6.65492
"464",0.757582997975157,1.65960289543365,89.9,24,5.82115
"465",-0.112789684096853,1.65960289543365,65.4,24,7.83932
"466",-0.723826832326999,1.65960289543365,48.2,24,3.1636
"467",0.572850836882323,1.65960289543365,84.7,24,3.77498
"468",0.920999909711127,1.65960289543365,94.5,24,4.42228
"469",0.0861526432338922,1.65960289543365,71,24,15.5757
"470",-0.421860799771403,1.65960289543365,56.7,24,13.0751
"471",0.547983045965979,1.65960289543365,84,24,4.34879
"472",0.786003330450978,1.65960289543365,90.7,24,4.03841
"473",0.228254305612996,1.65960289543365,75,24,3.56868
"474",-0.0346337697883462,1.65960289543365,67.6,24,4.64689
"475",0.952972783746425,1.65960289543365,95.4,24,8.05579
"476",1.02402361493598,1.65960289543365,97.4,24,6.39312
"477",0.889027035675828,1.65960289543365,93.6,24,4.87141
"478",1.0204710733765,1.65960289543365,97.3,24,15.0234
"479",0.999155824019634,1.65960289543365,96.7,24,10.233
"480",0.690084708345083,1.65960289543365,88,24,14.3337
"481",-0.137657475013196,1.65960289543365,64.7,24,5.82401
"482",0.224701764053519,1.65960289543365,74.9,24,5.70818
"483",0.299305136802548,1.65960289543365,77,24,5.73116
"484",-1.00447761552573,1.65960289543365,40.3,24,2.81838
"485",-0.947636950574087,1.65960289543365,41.9,24,2.37857
"486",-0.592382794626328,1.65960289543365,51.9,24,3.67367
"487",0.39877630046792,1.65960289543365,79.8,24,5.69175
"488",-0.546199754353119,1.65960289543365,53.2,24,4.83567
"489",0.85705416164053,-0.637331090040713,92.7,4,0.15086
"490",1.05599648897127,-0.637331090040713,98.3,4,0.18337
"491",1.04533886429284,-0.637331090040713,98,4,0.20746
"492",1.07375919676866,-0.637331090040713,98.8,4,0.10574
"493",0.530220338168591,-0.637331090040713,83.5,4,0.11132
"494",-0.517779421877299,-0.407637691493277,54,6,0.17331
"495",-0.922769159657744,-0.407637691493277,42.6,6,0.27957
"496",-1.41301989486565,-0.407637691493277,28.8,6,0.17899
"497",0.153650932863967,-0.407637691493277,72.9,6,0.2896
"498",0.0719424769959816,-0.407637691493277,70.6,6,0.26838
"499",-0.116342225656331,-0.407637691493277,65.3,6,0.23912
"500",0.174966182220832,-0.407637691493277,73.5,6,0.17783
"501",0.395223758908443,-0.407637691493277,79.7,6,0.22438
"502",0.0186543536038177,-0.981871187861868,69.1,1,0.06263
"503",0.288647512124115,-0.981871187861868,76.7,1,0.04527
"504",0.796660955129411,-0.981871187861868,91,1,0.06076
"505",0.736267748618292,-0.981871187861868,89.3,1,0.10959
"506",0.434301716062696,-0.981871187861868,80.8,1,0.04741
